name,ratings,num_ratings,processor,ram,os,storage,price,org_price,Brand,num_reviews,ram_type,Discount
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,4.3,4237.0,Intel Core i3 Processor (10th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,30990,49999.0,Infinix,564.0,LPDDR4X,38.018760375207506
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.0,66.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,30990,44990.0,Infinix,10.0,LPDDR4X,31.118026228050677
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,4.6,108.0,Intel Core i7 Processor (11th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,129990,173990.0,MSI,26.0,DDR4,25.288809701706995
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,4.3,364.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,40985,58990.0,ASUS,39.0,DDR4,30.522122393626038
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,4.3,4237.0,Intel Core i3 Processor (10th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,30990,49999.0,Infinix,564.0,LPDDR4X,38.018760375207506
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.0,66.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,30990,44990.0,Infinix,10.0,LPDDR4X,31.118026228050677
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,4.6,108.0,Intel Core i7 Processor (11th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,129990,173990.0,MSI,26.0,DDR4,25.288809701706995
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Light Laptop,4.4,5462.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,40990,45892.0,HP,575.0,DDR4,10.681600278915715
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,4.1,34.0,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512 GB SSD,65990,95790.0,Lenovo,5.0,DDR4,31.109719177367158
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,4.6,62.0,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,85990,98341.0,MSI,18.0,DDR4,12.559359778729116
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,4.5,116.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 11 Operating System,1 TB SSD,65990,84990.0,ASUS,7.0,DDR4,22.355571243675726
ASUS Vivobook 15 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-EJ312WS Thin and Light La...,4.3,714.0,Intel Core i3 Processor (10th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,32990,43990.0,ASUS,73.0,DDR4,25.005683109797683
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,,,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,65390,85751.0,DELL,,DDR4,23.744329512192277
ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB312WS Thin and ...,4.2,38.0,Intel Core i3 Processor (12th Gen),8,Windows 11 Operating System,512 GB SSD,47990,62990.0,ASUS,8.0,DDR4,23.813303698999842
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,4.7,695.0,Apple M1 Processor,16,Mac OS Operating System,512 GB SSD,124990,132900.0,APPLE,80.0,DDR4,5.951843491346877
ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.3,45.0,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,89990,110990.0,ASUS,5.0,LPDDR5,18.920623479592756
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,,,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,70430,89902.0,DELL,,DDR4,21.659139952392607
Lenovo Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 82KBA03TIH Laptop,,,Intel Core i3 Processor (11th Gen),8,Windows 11 Operating System,1 TB HDD|256 GB SSD,38790,58680.0,Lenovo,,DDR4,33.895705521472394
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,4.4,1412.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,42990,58990.0,ASUS,240.0,DDR4,27.123241227326666
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,4.8,9.0,Intel Core i5 Processor (11th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,79990,140990.0,ASUS,0.0,LPDDR4X,43.26547982126392
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,651.0,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 11 Operating System,512 GB SSD,45490,60090.0,Lenovo,74.0,DDR4,24.296888001331336
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,4.2,107.0,Intel Core i5 Processor (8th Gen),8,Mac OS Operating System,512 GB SSD,163990,179900.0,APPLE,13.0,DDR3,8.843802112284603
Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,4.2,390.0,Intel Core i5 Processor (10th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,38990,64999.0,Infinix,65.0,LPDDR4X,40.01446176095017
MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,4.5,754.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,99990,145990.0,MSI,106.0,DDR4,31.50900746626481
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,4.5,22.0,Intel Core i7 Processor (11th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,52990,79990.0,Infinix,5.0,LPDDR4X,33.754219277409675
Lenovo Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) Thinkbook 15 G3 Thin and Light Lapt...,,,AMD Ryzen 3 Hexa Core Processor,8,Windows 11 Operating System,512 GB SSD,37490,70650.0,Lenovo,,DDR4,46.93559801840056
HP 15 Core i3 6th Gen - (8 GB/1 TB HDD/DOS) 15Q-BU006TU Laptop,4.2,8646.0,Intel Core i3 Processor (6th Gen),8,DOS Operating System,1 TB HDD,33996,,HP,1449.0,DDR4,
APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,4.3,8.0,Apple M2 Processor,8,Mac OS Operating System,512 GB SSD,139990,149990.0,APPLE,0.0,Unified,6.667111140742716
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,,,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,151990,215990.0,ASUS,,LPDDR5,29.63100143525163
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,3.7,683.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,1 TB HDD,39690,51493.0,DELL,86.0,DDR4,22.921562154079194
Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158...,4.4,798.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,256 GB SSD,31990,36133.0,Lenovo,67.0,DDR4,11.465972933329644
APPLE 2022 MacBook Pro M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z16R0006K,,,Apple M2 Processor,16,Mac OS Operating System,256 GB SSD,139990,149000.0,APPLE,,Unified,6.046979865771812
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,,,AMD Ryzen 9 Octa Core Processor,32,64 bit Windows 11 Operating System,2 TB SSD,361990,431990.0,ASUS,,DDR5,16.204078798120328
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,,,AMD Ryzen 9 Octa Core Processor,16,Windows 11 Operating System,1 TB SSD,174990,253990.0,ASUS,,DDR5,31.10358675538407
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,4.6,24.0,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 11 Operating System,512 GB SSD,71990,103490.0,Lenovo,2.0,DDR4,30.43772345154121
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MPHH3HN/A,,,Apple M2 Pro Processor,16,Mac OS Operating System,512 GB SSD,199900,,APPLE,,Unified,
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and ...,,,Intel Core i3 Processor (12th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,49990,62990.0,ASUS,,DDR4,20.638196539133197
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,4.3,639.0,Intel Core i5 Processor (11th Gen),16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,63990,85990.0,ASUS,84.0,DDR4,25.584370275613445
ASUS Eeebook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV101WS Thin and Light La...,,,Intel Pentium Quad Core Processor,8,64 bit Windows 11 Operating System,256 GB SSD,28990,40990.0,ASUS,,DDR4,29.27543303244694
acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,4.5,298.0,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,91490,129990.0,acer,49.0,DDR4,29.617662897145934
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,4.6,86.0,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,1 TB SSD,105990,142990.0,ASUS,18.0,DDR5,25.87593538009651
Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,4.1,1684.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,37990,59999.0,Infinix,261.0,LPDDR4X,36.6822780379673
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,,,AMD Ryzen 9 Octa Core Processor,32,64 bit Windows 11 Operating System,2 TB SSD,391990,467990.0,ASUS,,DDR5,16.239663240667536
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,5.0,8.0,Apple M2 Processor,8,Mac OS Operating System,512 GB SSD,139990,149900.0,APPLE,2.0,Unified,6.611074049366245
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.0,66.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256 GB SSD,30990,44990.0,Infinix,10.0,LPDDR4X,31.118026228050677
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,37.0,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,100990,144990.0,ASUS,5.0,DDR5,30.346920477274296
Lenovo Legion 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/2 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,4.7,17.0,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 10 Operating System,2 TB SSD,135990,181890.0,Lenovo,3.0,DDR4,25.235032162295894
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,4.8,117.0,Apple M1 Pro Processor,16,Mac OS Operating System,1 TB SSD,243990,259900.0,APPLE,14.0,Unified,6.121585225086572
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15S0010Z,,,Apple M2 Processor,8,Mac OS Operating System,512 GB SSD,131990,139000.0,APPLE,,Unified,5.043165467625899
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,3.7,10.0,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,57390,73171.0,DELL,0.0,DDR4,21.56728758661218
SAMSUNG Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop,5.0,4.0,Intel Core i7 Processor (12th Gen),16,Windows 11 Operating System,512 GB SSD,72990,75990.0,SAMSUNG,0.0,DDR4,3.9478878799842083
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,4.2,67.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,60900,73600.0,DELL,6.0,DDR4,17.255434782608695
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,4.7,8724.0,Apple M1 Processor,8,Mac OS Operating System,512 GB SSD,104990,110900.0,APPLE,783.0,DDR4,5.329125338142471
APPLE 2022 MacBook Pro M2 - (16 GB/512 GB SSD/Mac OS Monterey) Z16R000QK,,,Apple M2 Processor,16,Mac OS Operating System,512 GB SSD,159990,168900.0,APPLE,,Unified,5.275310834813499
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,4.1,13.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,214790,237937.0,ALIENWARE,4.0,DDR4,9.728205365285769
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,4.4,35.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,39990,56990.0,ASUS,1.0,DDR4,29.829794700824706
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,4.2,1872.0,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512 GB SSD,46528,61388.0,HP,194.0,DDR4,24.206685345670166
Lenovo Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,4.3,26.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,79490,103490.0,Lenovo,6.0,DDR4,23.190646439269493
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15Y000Z4,,,Apple M2 Processor,16,Mac OS Operating System,256 GB SSD,131990,137900.0,APPLE,,Unified,4.285714285714286
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,4.1,732.0,Intel Celeron Quad Core Processor,4,64 bit Windows 11 Operating System,128 GB SSD,20990,29990.0,Infinix,119.0,LPDDR4X,30.01000333444481
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop,3.6,84.0,AMD Ryzen 3 Dual Core Processor,4,64 bit Windows 10 Operating System,1 TB HDD,31490,36923.0,Lenovo,16.0,DDR4,14.714405655011781
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,4.3,6.0,Apple M2 Processor,8,Mac OS Operating System,512 GB SSD,139990,149900.0,APPLE,1.0,Unified,6.611074049366245
HP Chromebook Intel Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,4.7,3.0,Intel Core i5 Processor (11th Gen),8,64 bit Chrome Operating System,256 GB SSD,56340,76436.0,HP,0.0,DDR4,26.2912763619237
HP Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080Ti) 17-ck1...,,,Intel Core i9 Processor (12th Gen),32,64 bit Windows 11 Operating System,2 TB SSD,344736,,HP,,DDR5,
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,,,AMD Ryzen 9 Octa Core Processor,32,64 bit Windows 11 Operating System,2 TB SSD,361990,431990.0,ASUS,,DDR5,16.204078798120328
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,,,Intel Core i7 Processor (12th Gen),16,Windows 11 Operating System,512 GB SSD,90990,112400.0,DELL,,LPDDR4,19.048042704626333
ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Lapt...,4.9,7.0,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 11 Operating System,512 GB SSD,54990,74990.0,ASUS,0.0,DDR4,26.670222696359513
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,4.8,117.0,Apple M1 Pro Processor,16,Mac OS Operating System,1 TB SSD,241990,259900.0,APPLE,14.0,Unified,6.891111966140824
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.2,143.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,33990,49990.0,Infinix,33.0,LPDDR4X,32.00640128025605
HP Pavilion PLUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh0021TU Thin and Light Lapt...,,,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512 GB SSD,77990,89264.0,HP,,DDR4,12.62995160423015
ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB321WS Thin...,4.4,2829.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,41990,57990.0,ASUS,402.0,DDR4,27.590963959303327
acer Aspire Vero (Green PC) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) AV15-51 Notebook,,,Intel Core i5 Processor (11th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,61920,79999.0,acer,,DDR4,22.599032487906097
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,,,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,70430,89902.0,DELL,,DDR4,21.659139952392607
Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,4.1,1684.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,37990,59999.0,Infinix,261.0,LPDDR4X,36.6822780379673
DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,4.4,683.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,256 GB SSD,39890,44634.0,DELL,66.0,DDR4,10.62866872787561
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,5.0,6.0,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,1 TB SSD,146990,176990.0,ASUS,0.0,DDR4,16.950110175716144
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in ...,,,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512 GB SSD,78061,98833.0,DELL,,DDR4,21.017271559094635
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,2.3,3.0,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,74990,122990.0,ASUS,0.0,LPDDR4X,39.02756321652166
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,4.6,1145.0,Apple M1 Processor,8,Mac OS Operating System,512 GB SSD,104990,117900.0,APPLE,126.0,DDR4,10.949957591178965
ASUS Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) X512DA-BQ302WS Laptop,,,AMD Ryzen 3 Dual Core Processor,8,Windows 11 Operating System,256 GB SSD,33990,48990.0,ASUS,,DDR4,30.61849357011635
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,4.6,263.0,AMD Ryzen 9 Octa Core Processor,16,Windows 10 Operating System,1 TB SSD,154990,207990.0,ASUS,56.0,DDR4,25.48199432665032
MSI GF65 Thin Core i5 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 166...,4.6,894.0,Intel Core i5 Processor (9th Gen),16,64 bit Windows 10 Operating System,512 GB SSD,74990,99990.0,MSI,173.0,DDR4,25.002500250025
Lenovo Ideapad Slim 3 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81WE01QLIN | 81WE01QJIN Lap...,4.4,228.0,Intel Core i3 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35990,61490.0,Lenovo,22.0,DDR4,41.47015774922752
Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,4.1,77.0,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,66490,82490.0,Lenovo,10.0,DDR4,19.39629045944963
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,4.2,67.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,60900,73600.0,DELL,6.0,DDR4,17.255434782608695
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,4.8,5.0,Intel Core i5 Processor (11th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,78990,88600.0,DELL,0.0,DDR4,10.846501128668171
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,4.1,13.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,214790,237937.0,ALIENWARE,4.0,DDR4,9.728205365285769
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light L...,,,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,86990,106800.0,DELL,,DDR5,18.54868913857678
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,4.1,15.0,AMD Ryzen 9 Octa Core Processor,8,64 bit Windows 10 Operating System,1 TB SSD,101990,149990.0,ASUS,2.0,DDR4,32.00213347556504
HP 15s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop,4.3,1588.0,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,44650,50982.0,HP,148.0,DDR4,12.420069828566946
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,4.2,1872.0,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512 GB SSD,46528,61388.0,HP,194.0,DDR4,24.206685345670166
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,4.5,15.0,Intel Core i5 Processor (11th Gen),16,64 bit Windows 11 Operating System,512 GB SSD,87990,116990.0,ASUS,2.0,LPDDR4X,24.788443456705703
HP Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080Ti) 17-ck1...,,,Intel Core i9 Processor (12th Gen),32,64 bit Windows 11 Operating System,2 TB SSD,344736,,HP,,DDR5,
acer Nitro 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics...,4.4,496.0,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,115990,119990.0,acer,69.0,DDR4,3.3336111342611883
Lenovo Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,4.3,26.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 11 Operating System,512 GB SSD,79490,103490.0,Lenovo,6.0,DDR4,23.190646439269493
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,5.0,4.0,Intel Core i9 Processor (12th Gen),32,64 bit Windows 11 Operating System,1 TB SSD,281990,359990.0,ASUS,0.0,DDR5,21.66726853523709
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop,3.6,84.0,AMD Ryzen 3 Dual Core Processor,4,64 bit Windows 10 Operating System,1 TB HDD,31490,36923.0,Lenovo,16.0,DDR4,14.714405655011781
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,4.3,6.0,Apple M2 Processor,8,Mac OS Operating System,512 GB SSD,139990,149900.0,APPLE,1.0,Unified,6.611074049366245
